No,23.756902623909358,-99.12265835312881,32.0,Fri May 29 23:36:32 CDT 2015,1.0,4281,discharging,318,unplugged
Si,23.756887388301315,-99.12266074908246,32.0,Fri May 29 23:37:36 CDT 2015,1.0,4278,discharging,317,unplugged
Si,23.756852030776038,-99.12276669480258,32.0,Fri May 29 23:38:40 CDT 2015,1.0,4266,discharging,315,unplugged
Si,23.75697244271619,-99.12284203145191,48.0,Fri May 29 23:39:44 CDT 2015,1.0,4292,discharging,318,unplugged
Si,23.756977671090837,-99.12279515835097,32.0,Fri May 29 23:40:48 CDT 2015,1.0,4275,discharging,316,unplugged
Si,23.756934182054344,-99.12276784734902,32.0,Fri May 29 23:41:52 CDT 2015,1.0,4280,discharging,316,unplugged
Si,23.756977010211823,-99.12280992468837,32.0,Fri May 29 23:42:56 CDT 2015,1.0,4276,discharging,316,unplugged
Si,23.75688054316063,-99.12271953509727,48.0,Fri May 29 23:44:00 CDT 2015,1.0,4278,discharging,316,unplugged
Si,23.756979798704318,-99.12250615075791,24.0,Fri May 29 23:45:03 CDT 2015,1.0,4278,discharging,311,unplugged
Si,23.75689997352437,-99.12272753900244,32.0,Fri May 29 23:46:06 CDT 2015,1.0,4286,discharging,313,unplugged
Si,23.75693132891669,-99.12272371741125,24.0,Fri May 29 23:47:10 CDT 2015,1.0,4264,discharging,310,unplugged
Si,23.757048869249395,-99.12298999462057,48.0,Fri May 29 23:48:13 CDT 2015,1.0,4274,discharging,312,unplugged
Si,23.75694846517237,-99.12287790923007,16.0,Fri May 29 23:49:16 CDT 2015,1.0,4271,discharging,315,unplugged
Si,23.75662804493221,-99.12323095391558,48.0,Fri May 29 23:50:20 CDT 2015,1.0,4288,discharging,310,unplugged
Si,23.756897208387,-99.12271771481338,32.0,Fri May 29 23:51:24 CDT 2015,1.0,4283,discharging,311,unplugged
Si,23.7567091465949,-99.12301637124973,32.0,Fri May 29 23:52:27 CDT 2015,1.0,4275,discharging,312,unplugged
Si,23.7569039309002,-99.12281775350324,16.0,Fri May 29 23:53:30 CDT 2015,1.0,4261,discharging,305,unplugged
Si,23.756931969370815,-99.12277854250556,48.0,Fri May 29 23:54:33 CDT 2015,1.0,4269,discharging,306,unplugged
Si,23.756876094171986,-99.12272939823897,8.0,Fri May 29 23:55:36 CDT 2015,1.0,4258,discharging,311,unplugged
Si,23.756880433291272,-99.1227354309548,8.0,Fri May 29 23:56:39 CDT 2015,1.0,4256,discharging,307,unplugged
Si,23.756716401226672,-99.12298737101507,48.0,Fri May 29 23:57:42 CDT 2015,1.0,4272,discharging,315,unplugged
Si,23.756803683941015,-99.12269392651018,32.0,Fri May 29 23:58:46 CDT 2015,1.0,4272,discharging,315,unplugged
Si,23.756912193503908,-99.12273047516972,32.0,Fri May 29 23:59:49 CDT 2015,1.0,4269,discharging,306,unplugged
Si,23.756778536420768,-99.12265548213004,12.0,Sat May 30 00:00:52 CDT 2015,1.0,4261,discharging,312,unplugged
Si,23.756782396848575,-99.12271719784152,12.0,Sat May 30 00:01:55 CDT 2015,1.0,4260,discharging,307,unplugged
Si,23.756743051295025,-99.12279311951455,48.0,Sat May 30 00:02:58 CDT 2015,1.0,4267,discharging,310,unplugged
Si,23.756868771513346,-99.12276200244936,8.0,Sat May 30 00:04:01 CDT 2015,1.0,4288,discharging,305,unplugged
Si,23.756842686725733,-99.12268537961083,6.0,Sat May 30 00:05:04 CDT 2015,0.99,4258,discharging,310,unplugged
Si,23.756890790897714,-99.12266531285672,6.0,Sat May 30 00:06:07 CDT 2015,0.99,4269,discharging,301,unplugged
Si,23.756988499576817,-99.12276266138313,12.0,Sat May 30 00:07:10 CDT 2015,0.99,4276,discharging,312,unplugged
Si,23.756949472490245,-99.1226322340481,16.0,Sat May 30 00:08:14 CDT 2015,0.99,4281,discharging,304,unplugged
Si,23.756646071538977,-99.12330132549877,48.0,Sat May 30 00:09:17 CDT 2015,0.99,4266,discharging,304,unplugged
Si,23.756786288283454,-99.12316891278341,48.0,Sat May 30 00:10:20 CDT 2015,0.99,4266,discharging,304,unplugged
Si,23.757002602720437,-99.12277416033862,16.0,Sat May 30 00:11:23 CDT 2015,0.99,4253,discharging,313,unplugged
Si,23.757069469143453,-99.12249803044759,48.0,Sat May 30 00:12:27 CDT 2015,0.99,4273,discharging,313,unplugged
Si,23.756957020834186,-99.12262570683963,8.0,Sat May 30 00:13:31 CDT 2015,0.99,4263,discharging,299,unplugged
Si,23.756788500192524,-99.12283825370395,32.0,Sat May 30 00:14:35 CDT 2015,0.99,4251,discharging,307,unplugged
Si,23.756854674931148,-99.12278629736679,8.0,Sat May 30 00:15:38 CDT 2015,0.99,4251,discharging,314,unplugged
Si,23.75696450895669,-99.12266575524653,12.0,Sat May 30 00:16:41 CDT 2015,0.99,4263,discharging,308,unplugged
Si,23.756974328437444,-99.12268520155811,48.0,Sat May 30 00:17:44 CDT 2015,0.99,4248,discharging,306,unplugged
Si,23.7568194542449,-99.12276237163258,8.0,Sat May 30 00:18:47 CDT 2015,0.99,4250,discharging,300,unplugged
Si,23.75692980894094,-99.12265515919032,16.0,Sat May 30 00:19:50 CDT 2015,0.99,4251,discharging,306,unplugged
Si,23.756878772420592,-99.12275118384711,32.0,Sat May 30 00:20:53 CDT 2015,0.99,4255,discharging,311,unplugged
Si,23.75697668499273,-99.1227349482756,12.0,Sat May 30 00:21:56 CDT 2015,0.99,4253,discharging,304,unplugged
Si,23.756815076655876,-99.12289610094514,12.0,Sat May 30 00:22:59 CDT 2015,0.99,4255,discharging,306,unplugged
Si,23.756971384857827,-99.12268261322318,16.0,Sat May 30 00:24:02 CDT 2015,0.99,4261,discharging,302,unplugged
Si,23.75697575306542,-99.12265936431014,12.0,Sat May 30 00:25:05 CDT 2015,0.99,4260,discharging,305,unplugged
Si,23.756888309485515,-99.12284655661922,16.0,Sat May 30 00:26:08 CDT 2015,0.99,4260,discharging,312,unplugged
Si,23.757171523523677,-99.12279148048238,48.0,Sat May 30 00:27:11 CDT 2015,0.99,4258,discharging,306,unplugged
Si,23.756949857624136,-99.12258198274243,48.0,Sat May 30 00:28:14 CDT 2015,0.99,4260,discharging,298,unplugged
Si,23.757071998259292,-99.12260482948068,16.0,Sat May 30 00:29:17 CDT 2015,0.99,4256,discharging,302,unplugged
Si,23.75694542278089,-99.12270093650997,8.0,Sat May 30 00:30:20 CDT 2015,0.99,4257,discharging,315,unplugged
Si,23.756819039311292,-99.12263783653165,48.0,Sat May 30 00:31:24 CDT 2015,0.99,4263,discharging,298,unplugged
Si,23.75683338280149,-99.12246045436264,16.0,Sat May 30 00:32:29 CDT 2015,0.99,4258,discharging,303,unplugged
Si,23.75691479096872,-99.12279789299784,12.0,Sat May 30 00:33:33 CDT 2015,0.99,4275,discharging,302,unplugged
Si,23.756867191534692,-99.12265120323136,12.0,Sat May 30 00:34:38 CDT 2015,0.99,4260,discharging,311,unplugged
Si,23.756919867161297,-99.1226930517519,16.0,Sat May 30 00:35:41 CDT 2015,0.99,4250,discharging,313,unplugged
Si,23.756876146376896,-99.12273506983759,48.0,Sat May 30 00:36:45 CDT 2015,0.99,4246,discharging,302,unplugged
Si,23.756623556729792,-99.12269561772449,48.0,Sat May 30 00:37:48 CDT 2015,0.99,4258,discharging,312,unplugged
Si,23.756869379680804,-99.12267095701327,32.0,Sat May 30 00:38:51 CDT 2015,0.98,4243,discharging,301,unplugged
Si,23.756774863268866,-99.12269885489467,16.0,Sat May 30 00:39:54 CDT 2015,0.98,4244,discharging,302,unplugged
Si,23.756803895233023,-99.12276412458763,32.0,Sat May 30 00:40:58 CDT 2015,0.98,4255,discharging,300,unplugged
Si,23.756890603509262,-99.1227185394003,48.0,Sat May 30 00:42:01 CDT 2015,0.98,4255,discharging,303,unplugged
Si,23.756896110999968,-99.12269120147118,8.0,Sat May 30 00:43:04 CDT 2015,0.98,4259,discharging,312,unplugged
Si,23.7569605153676,-99.12264028054076,32.0,Sat May 30 00:44:07 CDT 2015,0.98,4247,discharging,307,unplugged
Si,23.75690247288757,-99.12285927962245,48.0,Sat May 30 00:45:10 CDT 2015,0.98,4255,discharging,309,unplugged
Si,23.75695122824888,-99.12267623089777,8.0,Sat May 30 00:46:13 CDT 2015,0.98,4256,discharging,299,unplugged
Si,23.75689794970379,-99.1227631514227,12.0,Sat May 30 00:47:16 CDT 2015,0.98,4246,discharging,306,unplugged
Si,23.756820787849794,-99.12273119606338,48.0,Sat May 30 00:48:19 CDT 2015,0.98,4248,discharging,308,unplugged
Si,23.756911466102412,-99.12275042582478,8.0,Sat May 30 00:49:22 CDT 2015,0.98,4256,discharging,300,unplugged
Si,23.75678556406512,-99.12273019402194,16.0,Sat May 30 00:50:25 CDT 2015,0.98,4273,discharging,306,unplugged
Si,23.756874058877568,-99.12269844114232,8.0,Sat May 30 00:51:28 CDT 2015,0.98,4243,discharging,306,unplugged
Si,23.75703561210857,-99.12275209068733,48.0,Sat May 30 00:52:31 CDT 2015,0.98,4253,discharging,300,unplugged
Si,23.756942020418904,-99.12273679479563,12.0,Sat May 30 00:53:34 CDT 2015,0.98,4240,discharging,307,unplugged
Si,23.756935287381477,-99.12270528745672,32.0,Sat May 30 00:54:38 CDT 2015,0.98,4241,discharging,308,unplugged
Si,23.756776957171923,-99.12273151167196,16.0,Sat May 30 00:55:42 CDT 2015,0.98,4238,discharging,304,unplugged
Si,23.7568738094312,-99.12280155925389,48.0,Sat May 30 00:56:45 CDT 2015,0.98,4246,discharging,303,unplugged
Si,23.756768144649595,-99.12283174622648,48.0,Sat May 30 00:57:48 CDT 2015,0.98,4254,discharging,300,unplugged
Si,23.75691615619149,-99.12278415608404,8.0,Sat May 30 00:58:51 CDT 2015,0.98,4253,discharging,303,unplugged
Si,23.756909642044604,-99.12283317085874,24.0,Sat May 30 00:59:54 CDT 2015,0.98,4273,discharging,297,unplugged
Si,23.756913698466803,-99.12273611578325,12.0,Sat May 30 01:00:57 CDT 2015,0.98,4243,discharging,304,unplugged
Si,23.756933333407513,-99.1226663610666,12.0,Sat May 30 01:02:00 CDT 2015,0.98,4250,discharging,300,unplugged
Si,23.756973023551954,-99.12268433573573,16.0,Sat May 30 01:03:03 CDT 2015,0.98,4267,discharging,304,unplugged
